z,filepath,x_km_min,x_km_max,y_km_min,y_km_max,mean_norm,std_norm,min_norm,max_norm,x_axis_label,y_axis_label,unit_tag,figure_tag,georef_note
208,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z208.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.0151574611663818,0.14370319247245789,0.5068597793579102,1.2551161050796509,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
209,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z209.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.343230128288269,0.11805225908756256,0.9516602754592896,1.5539724826812744,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
210,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z210.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.4345511198043823,0.07574331015348434,1.1502083539962769,1.5827051401138306,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
211,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z211.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.7450556755065918,0.03626647964119911,1.5387864112854004,1.8773469924926758,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
212,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z212.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.2343602180480957,0.07032234966754913,2.1305885314941406,2.4042444229125977,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
213,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z213.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.073901891708374,0.08782308548688889,1.8271327018737793,2.2514283657073975,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
214,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z214.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.7393882274627686,0.2036607414484024,0.9460031986236572,2.0458316802978516,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
215,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z215.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.3825671672821045,0.4403077960014343,0.2599986493587494,1.918993592262268,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
216,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z216.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.8904270529747009,0.5464975833892822,-0.15844181180000305,1.8002375364303589,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
217,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z217.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.7551965713500977,0.35992148518562317,-0.22727514803409576,1.526273250579834,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
218,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z218.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.1460171937942505,0.4327525794506073,-0.030311185866594315,1.7160327434539795,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
219,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z219.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.0412628650665283,0.49474141001701355,0.003791198832914233,1.7519925832748413,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
220,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z220.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.8383170962333679,0.3362855613231659,-0.010076831094920635,1.3954768180847168,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
221,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z221.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.008305311203003,0.34278690814971924,0.16832469403743744,1.6094034910202026,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
222,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z222.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.3839690685272217,0.2841986417770386,0.6249603033065796,1.8573887348175049,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
223,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z223.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.8437436819076538,0.20572926104068756,1.179007649421692,2.2010385990142822,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
224,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z224.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.8181966543197632,0.22659456729888916,1.0903632640838623,2.141660690307617,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
225,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z225.png,462.0,492.6393868948385,4376.0,4396.805363199146,2.156741142272949,0.22095191478729248,1.369613766670227,2.4303863048553467,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
226,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z226.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.822295904159546,0.20115646719932556,1.1641967296600342,2.058258533477783,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
227,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z227.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.387784481048584,0.33979323506355286,0.5638509392738342,1.8002375364303589,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
228,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z228.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.2583452463150024,0.4560282230377197,0.254483163356781,1.8113704919815063,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
229,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z229.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.032724380493164,0.49370378255844116,-0.034156180918216705,1.7865478992462158,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
230,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z230.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.0108959674835205,0.4864969849586487,-0.14470119774341583,1.8766872882843018,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
231,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z231.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.03169846534729,0.47560322284698486,-0.061211295425891876,1.8017226457595825,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
232,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z232.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.6710214018821716,0.5597838163375854,-0.33545881509780884,1.6139394044876099,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
233,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z233.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.36014989018440247,0.4636588990688324,-0.4700973331928253,1.3467377424240112,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
234,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z234.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.2832978069782257,0.3625597357749939,-0.3795318305492401,1.1040302515029907,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
235,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z235.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.5350115895271301,0.32283416390419006,-0.043830957263708115,1.1626664400100708,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
236,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z236.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.8248347640037537,0.22193527221679688,0.23902247846126556,1.3682618141174316,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
237,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z237.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.2894889712333679,0.13506092131137848,-0.018747888505458832,0.5801185369491577,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
238,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z238.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.23220296204090118,0.12624026834964752,-0.18913382291793823,0.4942290484905243,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
239,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z239.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.4003204107284546,0.11637929826974869,0.05832755193114281,0.5716343522071838,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
240,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z240.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.681587278842926,0.06839888542890549,0.5168191194534302,0.8390554189682007,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
241,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z241.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.6790657639503479,0.09103528410196304,0.4959038197994232,0.9036290049552917,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
242,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z242.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.7193847894668579,0.09668494015932083,0.5205055475234985,0.9600383043289185,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
243,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z243.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.8001379370689392,0.07564585655927658,0.657019853591919,1.0290656089782715,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
244,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z244.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.8741920590400696,0.053905073553323746,0.801630437374115,1.0780524015426636,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
245,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z245.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.811408519744873,0.03233248367905617,0.7384414076805115,0.9503889679908752,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
246,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z246.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.2587710916996002,0.14689144492149353,-0.19238422811031342,0.4347080886363983,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
247,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z247.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.17144252359867096,0.3050919771194458,-0.7987884879112244,0.2719951570034027,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
248,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z248.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.6156500577926636,0.2860666811466217,-1.0979994535446167,-0.08204590529203415,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
249,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z249.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.6264821290969849,0.27218958735466003,-1.142104983329773,-0.053841251879930496,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
250,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z250.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.3759646415710449,0.29315027594566345,-0.8667992949485779,0.2950042486190796,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
251,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z251.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.20129364728927612,0.27057477831840515,-0.6170508861541748,0.4493873119354248,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
252,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z252.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.0025082589127123356,0.24476052820682526,-0.4320211112499237,0.5369699597358704,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
253,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z253.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.015158899128437042,0.2838921844959259,-0.44207248091697693,0.60377037525177,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
254,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z254.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.2881968319416046,0.21556131541728973,-0.5783538818359375,0.3929780125617981,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
255,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z255.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.5616793632507324,0.08307407796382904,-0.9938271045684814,-0.3410833179950714,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
256,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z256.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.601565957069397,0.1655925214290619,-1.150396704673767,-0.3941105604171753,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
257,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z257.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.4867454469203949,0.1955411583185196,-0.985626757144928,-0.1306208074092865,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
258,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z258.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.354573130607605,0.2966334819793701,-0.8669663071632385,0.212186798453331,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
259,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z259.png,462.0,492.6393868948385,4376.0,4396.805363199146,-0.054538894444704056,0.36419346928596497,-0.6027652025222778,0.4530978202819824,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
260,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z260.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.0699806660413742,0.3053508996963501,-0.412517249584198,0.5035697221755981,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
261,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z261.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.48763707280158997,0.18349160254001617,-0.011883242055773735,0.7187322974205017,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
262,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z262.png,462.0,492.6393868948385,4376.0,4396.805363199146,0.7787132859230042,0.056275755167007446,0.6077625751495361,0.875424325466156,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
263,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z263.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.0480822324752808,0.12632225453853607,0.7105029225349426,1.2302086353302002,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
264,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z264.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.2060707807540894,0.09555511921644211,0.9653074741363525,1.3682618141174316,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
265,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z265.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.2326438426971436,0.09373065084218979,1.0486161708831787,1.410569429397583,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
266,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z266.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.204193115234375,0.08295226842164993,1.0321815013885498,1.3660348653793335,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
267,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z267.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.180903673171997,0.09987752139568329,0.9680963754653931,1.361582636833191,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
268,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z268.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.2942458391189575,0.06702402979135513,1.1169497966766357,1.3890440464019775,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
269,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z269.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.293586254119873,0.10010075569152832,1.1338204145431519,1.502604365348816,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
270,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z270.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.258056640625,0.1155078113079071,1.0704289674758911,1.5352628231048584,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
271,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z271.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.025651216506958,0.1069733202457428,0.9051140546798706,1.3814573287963867,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
272,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z272.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.1213099956512451,0.12006769329309464,0.9284841418266296,1.4712668657302856,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
273,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z273.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.208844542503357,0.1474584937095642,0.938767671585083,1.5103325843811035,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
274,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z274.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.3783866167068481,0.13355372846126556,1.0645383596420288,1.5570714473724365,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
275,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z275.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.4118152856826782,0.07198317348957062,1.1995166540145874,1.517091155052185,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
276,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z276.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.3601340055465698,0.07200128585100174,1.1482335329055786,1.4536855220794678,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
277,results/plots/tempibhres_relative_km_display_assumed_filipa_xy_km_cropped_v1/pngs_normalized_surface_300_thesis_relative_km_display_assumed/X_surface_norm_z277.png,462.0,492.6393868948385,4376.0,4396.805363199146,1.418142557144165,0.05664870887994766,1.2543715238571167,1.5235891342163086,x,y,km,a),Relative-km axes are display-derived from local HRes bounding-box mapping and are not independently verified native georeferencing of tempIBHRes.
